"School 
Year","LEA 
Code","LEA 
Name","School 
Code","School 
Name","Charter 
School","Current 
Grades","Direct 
Certification","Community 
Eligibility","Total 
Enrollment","# Identified 
Students",Multiplier,"# Low 
Income 
Students","% Low 
Income 
Students","School 
Served","Eligibility 
Program 
Model","Eligibility 
Justification","Program 
Justification","# Students 
Served TAS","Grades 
Served 
TAS","Served 
1st Year","Served 1st 
Year Comment"
2020-2021,920,Wake County Schools,920324,Longview,N,"06,07,08,09,10,11,12",N,N,46,N/A,N/A,41,89.13,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920325,Banks Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,813,N/A,N/A,306,37.64,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920326,Baileywick Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,384,N/A,N/A,210,54.69,Y,SW-SW,,,,,2009-2010,
2020-2021,920,Wake County Schools,920327,Ballentine Elementary,N,"PK,0K,01,02,03,04,05",N,N,724,N/A,N/A,188,25.97,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920328,Baucom Elementary,N,"PK,0K,01,02,03,04,05",N,N,661,N/A,N/A,127,19.21,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920329,Barwell Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,735,N/A,N/A,597,81.22,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920332,Beaverdam Elementary,N,"PK,0K,01,02,03,04,05",N,N,821,N/A,N/A,560,68.21,Y,SW-SW,,,,,2016-2017,
2020-2021,920,Wake County Schools,920334,Brassfield Elementary,N,"0K,01,02,03,04,05",N,N,718,N/A,N/A,211,29.39,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920336,Brentwood Elementary,N,"PK,0K,01,02,03,04,05",N,N,443,N/A,N/A,318,71.78,Y,SW-SW,,,,,2005-2006,
2020-2021,920,Wake County Schools,920340,Briarcliff Elementary,N,"PK,0K,01,02,03,04,05",N,N,555,N/A,N/A,216,38.92,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920342,Brier Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,694,N/A,N/A,240,34.58,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920344,Brooks Elementary,N,"PK,0K,01,02,03,04,05",N,N,649,N/A,N/A,278,42.84,N,SW,,,,,,
2020-2021,920,Wake County Schools,920348,Needham Broughton High,N,"09,10,11,12,XG",N,N,2003,N/A,N/A,493,24.61,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920349,Bryan Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,508,N/A,N/A,243,47.83,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920351,Buckhorn Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,713,N/A,N/A,234,32.82,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920352,Bugg Elementary,N,"PK,0K,01,02,03,04,05",N,N,345,N/A,N/A,281,81.45,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920356,Carnage Middle,N,"06,07,08",N,N,882,N/A,N/A,317,35.94,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920358,Carpenter Elementary,N,"PK,0K,01,02,03,04,05",N,N,646,N/A,N/A,184,28.48,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920360,Carroll Middle,N,"06,07,08",N,N,988,N/A,N/A,502,50.81,Y,SW-SW,,,,,2020-2021,
2020-2021,920,Wake County Schools,920362,Carver Elementary,N,"PK,0K,01,02,03,04,05",N,N,497,N/A,N/A,317,63.78,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920364,Cary Elementary,N,"PK,0K,01,02,03,04,05",N,N,528,N/A,N/A,184,34.85,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920368,Cary High,N,"09,10,11,12,XG",N,N,2102,N/A,N/A,617,29.35,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920369,Cedar Fork Elementary,N,"PK,0K,01,02,03,04,05",N,N,861,N/A,N/A,112,13.01,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920370,Centennial Campus Middle,N,"06,07,08",N,N,501,N/A,N/A,304,60.68,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920376,Combs Elementary,N,"PK,0K,01,02,03,04,05",N,N,781,N/A,N/A,285,36.49,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920380,Conn Elementary,N,"PK,0K,01,02,03,04,05",N,N,497,N/A,N/A,236,47.48,Y,SW-SW,,,,,2020-2021,
2020-2021,920,Wake County Schools,920381,Connections Academy,N,"06,07,08",N,N,49,N/A,N/A,44,89.8,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920384,Creech Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,561,N/A,N/A,420,74.87,Y,SW-SW,,,,,2017-2018,
2020-2021,920,Wake County Schools,920386,Crossroads FLEX,N,"09,10,11,12",N,N,143,N/A,N/A,6,4.2,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920388,Oberlin Middle,N,"06,07,08",N,N,1305,N/A,N/A,440,33.72,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920390,Davis Drive Elementary,N,"0K,01,02,03,04,05",N,N,888,N/A,N/A,31,3.49,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920391,Davis Drive Middle,N,"06,07,08",N,N,1127,N/A,N/A,101,8.96,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920393,Dillard Drive Elementary,N,"PK,0K,01,02,03,04,05",N,N,702,N/A,N/A,416,59.26,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920394,Dillard Drive Middle,N,"06,07,08",N,N,1065,N/A,N/A,507,47.61,N,SW,,,,,,
2020-2021,920,Wake County Schools,920396,Douglas Elementary,N,"PK,0K,01,02,03,04,05",N,N,711,N/A,N/A,247,34.74,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920398,Durant Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,763,N/A,N/A,383,50.2,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920399,Durant Road Middle,N,"06,07,08",N,N,890,N/A,N/A,423,47.53,N,SW,,,,,,
2020-2021,920,Wake County Schools,920400,Reedy Creek Middle,N,"06,07,08",N,N,814,N/A,N/A,291,35.75,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920402,East Cary Middle,N,"06,07,08",N,N,591,N/A,N/A,259,43.82,N,SW,,,,,,
2020-2021,920,Wake County Schools,920403,East Garner Elementary,N,"PK,0K,01,02,03,04,05",N,N,598,N/A,N/A,463,77.42,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920404,East Garner Middle,N,"06,07,08",N,N,1364,N/A,N/A,895,65.62,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920408,East Millbrook Middle,N,"06,07,08",N,N,792,N/A,N/A,579,73.11,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920410,Neuse River Middle,N,"06,07,08",N,N,750,N/A,N/A,547,72.93,Y,SW-SW,,,,,2017-2018,
2020-2021,920,Wake County Schools,920411,East Wake High,N,"09,10,11,12",N,N,1314,N/A,N/A,737,56.09,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920412,Enloe High,N,"09,10,11,12,XG",N,N,2405,N/A,N/A,641,26.65,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920413,Forestville Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,616,N/A,N/A,405,65.75,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920414,Farmington Woods Elementary,N,"PK,0K,01,02,03,04,05",N,N,737,N/A,N/A,222,30.12,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920415,Fox Road Elementary,N,"0K,01,02,03,04,05",N,N,418,N/A,N/A,298,71.29,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920416,Fuller Elementary,N,"0K,01,02,03,04,05",N,N,489,N/A,N/A,198,40.49,N,SW,,,,,,
2020-2021,920,Wake County Schools,920417,Forest Pines Drive Elementary,N,"PK,0K,01,02,03,04,05",N,N,672,N/A,N/A,304,45.24,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920420,Fuquay-Varina Elementary,N,"PK,0K,01,02,03,04,05",N,N,825,N/A,N/A,272,32.97,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920424,Fuquay-Varina Middle,N,"06,07,08",N,N,1123,N/A,N/A,361,32.15,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920428,Fuquay-Varina High,N,"09,10,11,12,XG",N,N,2327,N/A,N/A,552,23.72,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920436,Garner High,N,"09,10,11,12,XG",N,N,2041,N/A,N/A,786,38.51,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920437,Green Level High,N,"09,10,11,12,XG",N,N,841,N/A,N/A,41,4.88,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920438,River Oaks Middle,N,"06,07,08",N,N,61,N/A,N/A,50,81.97,Y,SW-SW,,,,,2015-2016,
2020-2021,920,Wake County Schools,920439,Green Hope Elementary,N,"PK,0K,01,02,03,04,05",N,N,716,N/A,N/A,47,6.56,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920440,Green Elementary,N,"PK,0K,01,02,03,04,05",N,N,566,N/A,N/A,358,63.25,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920441,Green Hope High,N,"09,10,11,12,XG",N,N,2469,N/A,N/A,154,6.24,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920442,Hilburn Drive Academy,N,"PK,0K,01,02,03,04,05,06,07,08",N,N,732,N/A,N/A,186,25.41,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920443,Highcroft Elementary,N,"PK,0K,01,02,03,04,05",N,N,939,N/A,N/A,43,4.58,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920444,Heritage Middle,N,"06,07,08",N,N,1241,N/A,N/A,140,11.28,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920445,Heritage High,N,"09,10,11,12",N,N,1873,N/A,N/A,386,20.61,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920446,Hodge Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,534,N/A,N/A,380,71.16,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920447,Holly Springs Elementary,N,"PK,0K,01,02,03,04,05",N,N,937,N/A,N/A,136,14.51,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920448,Hunter Elementary,N,"PK,0K,01,02,03,04,05",N,N,654,N/A,N/A,184,28.13,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920449,Holly Ridge Elementary,N,"PK,0K,01,02,03,04,05",N,N,798,N/A,N/A,142,17.79,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920450,Holly Ridge Middle,N,"06,07,08",N,N,1126,N/A,N/A,271,24.07,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920451,Harris Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,937,N/A,N/A,344,36.71,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920452,Jeffreys Grove Elementary,N,"PK,0K,01,02,03,04,05",N,N,599,N/A,N/A,140,23.37,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920453,Jones Dairy Elementary,N,"PK,0K,01,02,03,04,05",N,N,659,N/A,N/A,60,9.1,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920454,Heritage Elementary,N,"PK,0K,01,02,03,04,05",N,N,767,N/A,N/A,143,18.64,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920455,Holly Springs High,N,"09,10,11,12,XG",N,N,2157,N/A,N/A,248,11.5,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920456,Joyner Elementary,N,"PK,0K,01,02,03,04,05",N,N,672,N/A,N/A,162,24.11,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920457,Holly Grove Elementary,N,"PK,0K,01,02,03,04,05",N,N,950,N/A,N/A,83,8.74,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920458,Holly Grove Middle,N,"06,07,08",N,N,1721,N/A,N/A,378,21.96,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920459,Hortons Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,923,N/A,N/A,90,9.75,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920460,Kingswood Elementary,N,"PK,0K,01,02,03,04,05",N,N,406,N/A,N/A,197,48.52,Y,SW-SW,,,,,2007-2008,
2020-2021,920,Wake County Schools,920464,Knightdale Elementary,N,"PK,0K,01,02,03,04,05",N,N,603,N/A,N/A,409,67.83,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920466,Knightdale High,N,"09,10,11,12,XG",N,N,1557,N/A,N/A,855,54.91,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920467,Laurel Park Elementary,N,"PK,0K,01,02,03,04,05",N,N,890,N/A,N/A,122,13.71,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920468,Lacy Elementary,N,"PK,0K,01,02,03,04,05",N,N,747,N/A,N/A,166,22.22,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920469,Leesville Road Elementary,N,"0K,01,02,03,04,05",N,N,717,N/A,N/A,195,27.2,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920470,Lead Mine Elementary,N,"0K,01,02,03,04,05",N,N,505,N/A,N/A,198,39.21,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920471,Leesville Road Middle,N,"06,07,08",N,N,914,N/A,N/A,275,30.09,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920472,Ligon Middle,N,"06,07,08",N,N,950,N/A,N/A,272,28.63,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920473,Leesville Road High,N,"09,10,11,12,XG",N,N,2563,N/A,N/A,446,17.4,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920474,Lake Myra Elementary,N,"PK,0K,01,02,03,04,05",N,N,696,N/A,N/A,352,50.57,Y,SW-SW,,,,,2009-2010,
2020-2021,920,Wake County Schools,920476,Lincoln Heights Elementary,N,"PK,0K,01,02,03,04,05",N,N,498,N/A,N/A,211,42.37,N,SW,,,,,,
2020-2021,920,Wake County Schools,920480,Lockhart Elementary,N,"PK,0K,01,02,03,04,05",N,N,548,N/A,N/A,364,66.42,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920484,Lufkin Road Middle,N,"06,07,08",N,N,1080,N/A,N/A,268,24.81,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920488,Lynn Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,521,N/A,N/A,270,51.82,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920492,Martin Middle,N,"06,07,08",N,N,1049,N/A,N/A,287,27.36,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920494,Middle Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,821,N/A,N/A,204,24.85,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920495,Middle Creek High,N,"09,10,11,12,XG",N,N,1923,N/A,N/A,456,23.71,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920496,Millbrook Elementary,N,"PK,0K,01,02,03,04,05",N,N,527,N/A,N/A,394,74.76,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920500,Millbrook High,N,"09,10,11,12,XG",N,N,2325,N/A,N/A,680,29.25,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920501,Mills Park Elementary,N,"PK,0K,01,02,03,04,05",N,N,858,N/A,N/A,68,7.93,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920502,Mills Park Middle,N,"06,07,08",N,N,1721,N/A,N/A,104,6.04,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920504,Morrisville Elementary,N,"0K,01,02,03,04,05",N,N,740,N/A,N/A,58,7.84,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920506,Moore Square Middle,N,"06,07,08",N,N,653,N/A,N/A,183,28.02,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920508,Mount Vernon,N,"0K,01,02,03,04,05,06,07,08",N,N,126,N/A,N/A,94,74.6,Y,SW-SW,,,,,2015-2016,
2020-2021,920,Wake County Schools,920512,North Garner Middle,N,"06,07,08",N,N,918,N/A,N/A,487,53.05,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920514,North Forest Pines Elementary,N,"PK,0K,01,02,03,04,05",N,N,592,N/A,N/A,184,31.08,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920516,North Ridge Elementary,N,"PK,0K,01,02,03,04,05",N,N,697,N/A,N/A,295,42.32,N,SW,,,,,,
2020-2021,920,Wake County Schools,920518,North Wake College and Career Academy,N,"09,10,11,12,13,XG",N,N,296,N/A,N/A,103,34.8,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920520,Northwoods Elementary,N,"PK,0K,01,02,03,04,05",N,N,658,N/A,N/A,199,30.24,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920521,Oakview Elementary,N,"PK,0K,01,02,03,04,05",N,N,931,N/A,N/A,141,15.15,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920522,Oak Grove Elementary,N,"PK,0K,01,02,03,04,05",N,N,650,N/A,N/A,138,21.23,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920523,Olive Chapel Elementary,N,"PK,0K,01,02,03,04,05",N,N,970,N/A,N/A,71,7.32,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920524,Olds Elementary,N,"PK,0K,01,02,03,04,05",N,N,317,N/A,N/A,92,29.02,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920525,Partnership Elementary,N,"0K,01,02,03,04,05",N,N,295,N/A,N/A,93,31.53,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920526,Panther Creek High,N,"09,10,11,12,XG",N,N,2517,N/A,N/A,231,9.18,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920527,Parkside Elementary,N,"PK,0K,01,02,03,04,05",N,N,778,N/A,N/A,87,11.18,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920528,Phillips High,N,"09,10,11,12,XG",N,N,143,N/A,N/A,93,65.03,Y,SW-SW,,,,,2015-2016,
2020-2021,920,Wake County Schools,920529,Pine Hollow Middle,N,"06,07,08",N,N,1034,N/A,N/A,192,18.57,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920530,Penny Road Elementary,N,"0K,01,02,03,04,05",N,N,535,N/A,N/A,153,28.6,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920531,Pleasant Union Elementary,N,"PK,0K,01,02,03,04,05",N,N,653,N/A,N/A,73,11.18,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920532,Poe Elementary,N,"PK,0K,01,02,03,04,05",N,N,354,N/A,N/A,246,69.49,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920533,Pleasant Grove Elementary,N,"PK,0K,01,02,03,04,05",N,N,621,N/A,N/A,264,42.51,N,SW,,,,,,
2020-2021,920,Wake County Schools,920536,Powell Elementary,N,"PK,0K,01,02,03,04,05",N,N,337,N/A,N/A,177,52.52,Y,SW-SW,,,,,2004-2005,
2020-2021,920,Wake County Schools,920540,Rand Road Elementary,N,"PK,0K,01,02,03,04,05",N,N,537,N/A,N/A,226,42.09,N,SW,,,,,,
2020-2021,920,Wake County Schools,920542,Reedy Creek Elementary,N,"0K,01,02,03,04,05",N,N,671,N/A,N/A,336,50.07,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920543,Richland Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,509,N/A,N/A,233,45.78,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920544,Rolesville Elementary,N,"PK,0K,01,02,03,04,05",N,N,612,N/A,N/A,181,29.58,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920545,Rolesville Middle,N,"06,07,08",N,N,1124,N/A,N/A,351,31.23,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920546,Rolesville High,N,"09,10,11,12,XG",N,N,2202,N/A,N/A,875,39.74,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920547,Rogers Lane Elementary,N,"PK,0K,01,02,03,04,05",N,N,786,N/A,N/A,627,79.77,Y,SW-SW,,,,,2017-2018,
2020-2021,920,Wake County Schools,920548,Root Elementary,N,"PK,0K,01,02,03,04,05",N,N,483,N/A,N/A,106,21.95,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920549,River Bend Middle,N,"06,07,08",N,N,1268,N/A,N/A,854,67.35,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920550,Salem Elementary,N,"PK,0K,01,02,03,04,05",N,N,820,N/A,N/A,175,21.34,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920551,Salem Middle,N,"06,07,08",N,N,1044,N/A,N/A,215,20.59,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920552,Sanderson High,N,"09,10,11,12,XG",N,N,1711,N/A,N/A,522,30.51,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920554,Sanford Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,704,N/A,N/A,219,31.11,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920556,SCORE Academy,N,"09,10,11,12",N,N,460,N/A,N/A,198,43.04,N,SW,,,,,,
2020-2021,920,Wake County Schools,920557,Scotts Ridge Elementary,N,"PK,0K,01,02,03,04,05",N,N,899,N/A,N/A,50,5.56,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920559,South Lakes Elementary,N,"PK,0K,01,02,03,04,05",N,N,521,N/A,N/A,108,20.73,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920560,Smith Elementary,N,"PK,0K,01,02,03,04,05",N,N,473,N/A,N/A,342,72.3,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920561,South Garner High,N,"09,10,11,12,XG",N,N,1224,N/A,N/A,702,57.35,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920562,Southeast Raleigh High,N,"09,10,11,12,XG",N,N,1437,N/A,N/A,916,63.74,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920563,Southeast Raleigh Elementary,N,"PK,0K,01,02,03,04,05",N,N,421,N/A,N/A,355,84.32,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920564,Stough Elementary,N,"PK,0K,01,02,03,04,05",N,N,414,N/A,N/A,120,28.99,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920568,Swift Creek Elementary,N,"0K,01,02,03,04,05",N,N,424,N/A,N/A,143,33.73,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920569,Sycamore Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,1083,N/A,N/A,137,12.65,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920570,Timber Drive Elementary,N,"PK,0K,01,02,03,04,05",N,N,377,N/A,N/A,136,36.07,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920571,Turner Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,765,N/A,N/A,127,16.6,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920572,Underwood Elementary,N,"0K,01,02,03,04,05",N,N,465,N/A,N/A,102,21.94,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920576,Vance Elementary,N,"PK,0K,01,02,03,04,05",N,N,453,N/A,N/A,151,33.33,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920580,Vandora Springs Elementary,N,"PK,0K,01,02,03,04,05",N,N,605,N/A,N/A,345,57.02,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920581,Vernon Malone College and Career Academy,N,"09,10,11,12,13,XG",N,N,373,N/A,N/A,143,38.34,N,TAS,,,,,,
2020-2021,920,Wake County Schools,920582,Wake STEM Early College High School,N,"09,10,11,12,13",N,N,252,N/A,N/A,42,16.67,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920583,Wake Early College of Health and Science,N,"09,10,11,12,13",N,N,324,N/A,N/A,84,25.93,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920584,Wake Forest Elementary,N,"PK,0K,01,02,03,04,05",N,N,469,N/A,N/A,232,49.47,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920585,Wake Young Men's Leadership Academy,N,"06,07,08,09,10,11,12,13",N,N,258,N/A,N/A,82,31.78,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920586,Wake Young Women's Leadership Academy,N,"06,07,08,09,10,11,12,13",N,N,331,N/A,N/A,107,32.33,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920588,Wake Forest High School,N,"09,10,11,12,XG",N,N,2239,N/A,N/A,482,21.53,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920592,Wake Forest Middle School,N,"06,07,08",N,N,1249,N/A,N/A,541,43.31,N,SW,,,,,,
2020-2021,920,Wake County Schools,920593,Wakefield Elementary,N,"PK,0K,01,02,03,04,05",N,N,657,N/A,N/A,304,46.27,Y,SW-SW,,,,,2018-2019,
2020-2021,920,Wake County Schools,920594,Wakefield Middle,N,"06,07,08",N,N,954,N/A,N/A,196,20.55,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920595,Wakefield High,N,"09,10,11,12,XG",N,N,1885,N/A,N/A,548,29.07,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920596,Washington Elementary,N,"0K,01,02,03,04,05",N,N,555,N/A,N/A,168,30.27,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920597,Wakelon Elementary,N,"PK,0K,01,02,03,04,05",N,N,561,N/A,N/A,417,74.33,Y,SW-SW,,,,,2006-2007,
2020-2021,920,Wake County Schools,920598,Weatherstone Elementary,N,"PK,0K,01,02,03,04,05",N,N,857,N/A,N/A,222,25.9,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920599,Walnut Creek Elementary,N,"PK,0K,01,02,03,04,05",N,N,578,N/A,N/A,420,72.66,Y,SW-SW,,,,,2011-2012,
2020-2021,920,Wake County Schools,920600,Wendell Elementary,N,"0K,01,02,03,04,05",N,N,519,N/A,N/A,256,49.33,Y,SW-SW,,,,,2002-2003,
2020-2021,920,Wake County Schools,920601,Wendell Middle,N,"06,07,08",N,N,867,N/A,N/A,537,61.94,Y,SW-SW,,,,,2019-2020,
2020-2021,920,Wake County Schools,920604,West Cary Middle,N,"06,07,08",N,N,959,N/A,N/A,219,22.84,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920606,West Lake Elementary,N,"PK,0K,01,02,03,04,05",N,N,804,N/A,N/A,160,19.9,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920607,West Lake Middle,N,"06,07,08",N,N,1045,N/A,N/A,280,26.79,N,Not Title I,,,,,,
2020-2021,920,Wake County Schools,920608,West Millbrook Middle,N,"06,07,08",N,N,923,N/A,N/A,397,43.01,N,SW,,,,,,
2020-2021,920,Wake County Schools,920614,White Oak Elementary,N,"PK,0K,01,02,03,04,05",N,N,827,N/A,N/A,24,2.9,N,Not Title I,,,,,,
